InstanceID,Season,Year,Month,HourofDay,Holiday,DayofWeek,WorkingDay,WeatherForecast,Temperature,FeltTemperature,Humidity,WindSpeed,DayofMonth,AverageRideDurationPreviousDay_Min,City_Detroit,WeekofYear,RidesBooked
10638,Fall,3.0,October,7.0,0.0,Saturday,0.0,LightRain,3.5870000000000006,7.728200000000001,0.87,0.3582,29.0,15.722,1.0,43.0,21
64343,Summer,4.0,July,20.0,0.0,Tuesday,1.0,LightRain,18.768,19.5772,0.83,0.2239,10.0,22.918,1.0,28.0,252
92195,Summer,3.0,July,5.0,0.0,Wednesday,1.0,Clear,20.366,21.6376,0.83,0.0896,6.0,22.866,1.0,27.0,105
75801,Summer,3.0,August,14.0,0.0,Monday,1.0,Clear,25.959,25.2416,0.43,0.2985,8.0,30.415,1.0,32.0,450
66114,Spring,4.0,April,13.0,0.0,Thursday,1.0,Clear,12.376,15.9698,0.36,0.4478,12.0,14.142,1.0,15.0,609
70928,Fall,4.0,November,5.0,0.0,Saturday,0.0,Clear,3.5870000000000006,7.728200000000001,0.41,0.3284,24.0,14.821,1.0,47.0,9
94923,Spring,4.0,April,15.0,0.0,Wednesday,1.0,LightRain,9.979,14.422800000000002,0.77,0.194,18.0,25.857,1.0,16.0,294
39032,Winter,4.0,February,23.0,0.0,Friday,1.0,Clear,8.380999999999998,13.392600000000002,0.37,0.6866,24.0,17.79,1.0,8.0,258
27200,Summer,4.0,September,7.0,0.0,Saturday,0.0,Clear,14.773,17.5168,0.52,0.2836,15.0,30.579,1.0,37.0,219
48062,Fall,4.0,October,10.0,0.0,Wednesday,1.0,Clear,19.567000000000004,20.6074,0.78,0.1642,3.0,21.438,1.0,40.0,525
42359,Fall,3.0,October,2.0,0.0,Thursday,1.0,Mist,14.773,17.5168,0.94,0.0,13.0,6.473,1.0,41.0,12
45158,Fall,4.0,September,2.0,0.0,Tuesday,1.0,Clear,9.979,14.422800000000002,0.77,0.1343,25.0,34.031,1.0,39.0,42
40769,Winter,3.0,February,3.0,0.0,Thursday,1.0,Clear,6.783,11.3322,0.53,0.194,17.0,28.079,1.0,7.0,12
23091,Fall,3.0,December,9.0,0.0,Wednesday,1.0,LightRain,10.778,14.9396,1.0,0.2537,7.0,11.283,1.0,49.0,192
13059,Fall,4.0,September,14.0,0.0,Tuesday,1.0,Clear,19.567000000000004,21.1208,0.39,0.3284,25.0,22.153,1.0,39.0,879
81476,Summer,4.0,September,0.0,0.0,Wednesday,1.0,Clear,13.974,17.0,0.72,0.1045,12.0,10.066,1.0,37.0,147
94874,Winter,4.0,January,7.0,0.0,Tuesday,1.0,Mist,0.3909999999999992,6.698,0.93,0.1642,10.0,27.144,1.0,2.0,666
47277,Winter,4.0,February,15.0,0.0,Friday,1.0,LightRain,9.18,13.909400000000002,0.87,0.194,24.0,9.347,1.0,8.0,282
51306,Spring,4.0,June,22.0,0.0,Saturday,0.0,Clear,16.371,18.547,0.46,0.1343,2.0,32.21,1.0,22.0,684
78822,Winter,3.0,March,13.0,0.0,Wednesday,1.0,Mist,5.984000000000001,9.7886,0.76,0.3582,9.0,11.939,1.0,10.0,297
78250,Winter,3.0,January,23.0,0.0,Friday,1.0,Clear,2.788,7.728200000000001,0.6,0.2239,28.0,,1.0,4.0,69
48031,Winter,4.0,February,21.0,0.0,Wednesday,1.0,LightRain,2.788,7.728200000000001,0.87,0.194,8.0,34.907,1.0,6.0,387
59424,Winter,3.0,February,22.0,0.0,Sunday,0.0,Clear,9.18,13.909400000000002,0.35,0.2985,13.0,8.888,1.0,6.0,108
11930,Fall,3.0,October,15.0,0.0,Monday,1.0,LightRain,9.18,13.909400000000002,0.76,0.0,3.0,29.452,1.0,40.0,303
17164,Summer,3.0,August,4.0,0.0,Tuesday,1.0,Clear,18.768,20.6074,0.69,0.2985,16.0,19.709,1.0,33.0,15
97551,Fall,3.0,November,7.0,0.0,Thursday,1.0,LightRain,6.783,10.8188,0.61,0.2836,17.0,21.01,1.0,46.0,504
61143,Winter,3.0,March,23.0,0.0,Friday,1.0,Mist,17.169999999999998,21.1208,0.53,0.2239,18.0,34.477,1.0,11.0,258
65419,Fall,3.0,November,10.0,0.0,Tuesday,1.0,Mist,15.572000000000005,18.0302,0.64,0.2836,15.0,32.791,1.0,46.0,414
59543,Spring,4.0,June,19.0,0.0,Sunday,0.0,Clear,25.959,24.2114,0.28,0.2836,10.0,29.501,1.0,23.0,1125
83824,Winter,4.0,January,20.0,0.0,Friday,1.0,Clear,6.783,10.302,0.53,0.3582,27.0,26.896,1.0,4.0,477
52993,Fall,3.0,October,4.0,0.0,Saturday,0.0,Clear,9.979,14.422800000000002,0.67,0.1343,15.0,28.703,1.0,41.0,18
47036,Fall,3.0,December,18.0,0.0,Monday,1.0,Clear,5.185,10.8188,0.56,0.0896,12.0,7.878,1.0,50.0,1071
71102,Spring,3.0,June,10.0,0.0,Friday,1.0,Clear,21.165,22.151,0.58,0.194,17.0,21.995,1.0,24.0,510
30009,Fall,3.0,December,23.0,0.0,Tuesday,1.0,Mist,8.380999999999998,13.392600000000002,0.62,0.0,20.0,23.948,1.0,51.0,159
44781,Spring,3.0,April,17.0,0.0,Monday,1.0,Clear,22.763,22.667800000000003,0.48,0.5224,11.0,34.722,1.0,15.0,1356
45334,Winter,4.0,February,17.0,0.0,Friday,1.0,Mist,6.783,11.3322,0.42,0.194,10.0,16.645,1.0,6.0,1188
33850,Winter,3.0,January,16.0,0.0,Tuesday,1.0,Mist,-0.4079999999999996,5.151000000000001,0.86,0.2239,11.0,17.566,1.0,2.0,228
78123,Winter,3.0,February,8.0,0.0,Wednesday,1.0,Clear,-1.2069999999999992,5.151000000000001,0.54,0.1642,23.0,13.736,1.0,8.0,705
27232,Spring,4.0,June,7.0,0.0,Tuesday,1.0,LightRain,17.969,19.0604,0.88,0.2537,12.0,9.343,1.0,24.0,909
58162,Spring,4.0,May,12.0,0.0,Sunday,0.0,Clear,18.768,21.1208,0.57,0.2239,13.0,22.613,1.0,19.0,1593
62247,Spring,4.0,March,12.0,0.0,Saturday,0.0,LightRain,13.974,17.0,0.94,0.2239,24.0,22.681,1.0,12.0,549
27297,Spring,4.0,April,4.0,0.0,Friday,1.0,Clear,9.979,14.422800000000002,0.44,0.2537,27.0,17.924,1.0,17.0,18
82575,Spring,4.0,May,0.0,0.0,Sunday,0.0,Clear,15.572000000000005,18.0302,0.64,0.1642,13.0,13.054,1.0,19.0,294
16069,Summer,4.0,August,0.0,0.0,Saturday,0.0,Clear,22.763,24.2114,0.79,0.1642,4.0,21.601,1.0,31.0,483
68780,Spring,3.0,June,19.0,0.0,Monday,1.0,Clear,21.963999999999995,22.667800000000003,0.54,0.194,6.0,33.039,1.0,23.0,1221
10590,Summer,3.0,September,0.0,0.0,Monday,1.0,Clear,15.572000000000005,18.0302,0.88,0.0896,12.0,21.053,1.0,37.0,48
37637,Summer,4.0,June,6.0,0.0,Thursday,1.0,Clear,17.969,21.1208,0.57,0.0896,28.0,12.612,1.0,26.0,579
38749,Spring,4.0,April,4.0,0.0,Saturday,0.0,Clear,7.581999999999998,12.3624,0.71,0.1045,14.0,32.283,1.0,15.0,42
16518,Summer,3.0,July,2.0,0.0,Saturday,0.0,Clear,18.768,21.1208,0.53,0.0,2.0,28.51,1.0,26.0,156
16531,Summer,4.0,June,22.0,0.0,Tuesday,1.0,Clear,19.567000000000004,21.1208,0.34,0.2537,26.0,21.559,1.0,26.0,735
60276,Summer,3.0,August,17.0,0.0,Tuesday,1.0,Clear,23.562,23.1812,0.45,0.3284,16.0,24.334,1.0,33.0,1800
99740,Summer,4.0,July,1.0,0.0,Tuesday,1.0,Clear,19.567000000000004,20.6074,0.83,0.1343,31.0,26.324,1.0,31.0,63
98092,Winter,3.0,January,9.0,0.0,Wednesday,1.0,LightRain,1.989,7.211400000000001,0.87,0.2985,26.0,14.852,1.0,4.0,174
72505,Summer,4.0,June,9.0,0.0,Thursday,1.0,Clear,21.165,22.151,0.54,0.1642,28.0,11.031,1.0,26.0,1053
17978,Winter,3.0,January,17.0,0.0,Monday,1.0,Clear,-1.2069999999999992,4.120800000000001,0.5,0.2537,24.0,23.682,1.0,4.0,552
54375,Winter,4.0,December,1.0,0.0,Friday,1.0,Clear,2.788,7.728200000000001,0.6,0.194,28.0,34.746,1.0,52.0,27
34651,Summer,3.0,August,21.0,0.0,Saturday,0.0,Clear,21.963999999999995,23.1812,0.7,0.2239,20.0,20.708,1.0,33.0,675
35903,Fall,4.0,October,16.0,0.0,Monday,1.0,,17.969,21.1208,0.46,0.2537,1.0,7.673,1.0,40.0,1377
95563,Spring,3.0,June,14.0,0.0,Monday,1.0,Clear,19.567000000000004,21.1208,0.61,0.1045,20.0,9.244,1.0,25.0,525
40497,Spring,4.0,May,14.0,0.0,Thursday,1.0,Clear,22.763,23.1812,0.55,0.2239,24.0,6.696,1.0,21.0,756
67024,Winter,3.0,January,9.0,0.0,Thursday,1.0,Clear,-1.2069999999999992,4.120800000000001,0.5,0.3284,13.0,6.662,1.0,2.0,417
63620,Spring,4.0,June,5.0,0.0,Thursday,1.0,Clear,12.376,15.9698,0.82,0.0896,7.0,30.81,1.0,23.0,102
46767,Spring,3.0,June,21.0,0.0,Monday,1.0,Clear,18.768,20.6074,0.73,0.1642,20.0,16.819,1.0,25.0,618
53241,Spring,4.0,May,4.0,0.0,Wednesday,1.0,Clear,14.773,17.5168,0.88,0.0,2.0,16.672,1.0,18.0,12
67644,Spring,4.0,June,8.0,0.0,Saturday,0.0,Clear,17.969,20.6074,0.61,0.1045,9.0,25.934,1.0,23.0,732
69144,Spring,3.0,June,13.0,0.0,Saturday,0.0,Clear,22.763,22.151,0.28,0.1343,4.0,27.996,1.0,22.0,1368
20602,Fall,4.0,October,11.0,0.0,Thursday,1.0,Mist,21.165,22.151,0.7,0.1045,4.0,17.929,1.0,40.0,642
95054,Spring,4.0,May,23.0,0.0,Sunday,0.0,LightRain,17.169999999999998,19.5772,0.78,0.3582,20.0,20.039,,20.0,258
23544,Fall,4.0,October,10.0,0.0,Friday,1.0,Mist,14.773,17.5168,0.88,,26.0,9.519,,43.0,591
13153,Spring,3.0,April,4.0,0.0,Monday,1.0,Clear,9.18,13.909400000000002,0.87,0.1642,18.0,32.928,1.0,16.0,18
63476,Fall,4.0,December,17.0,0.0,Friday,1.0,Mist,8.380999999999998,13.392600000000002,0.66,0.0,7.0,32.221,1.0,49.0,1704
94094,Fall,4.0,November,4.0,0.0,Tuesday,,Clear,1.989,8.7584,0.69,0.0896,6.0,30.443,1.0,45.0,21
21140,Summer,4.0,August,9.0,0.0,Tuesday,1.0,Mist,21.165,22.667800000000003,0.74,0.0,14.0,5.978,1.0,33.0,1206
24808,Fall,3.0,October,2.0,0.0,Monday,1.0,Clear,9.18,13.909400000000002,0.87,0.1045,24.0,29.392,1.0,43.0,21
45196,Spring,3.0,May,10.0,0.0,Thursday,1.0,Mist,14.773,17.5168,0.68,0.2239,12.0,19.547,1.0,19.0,441
76939,Summer,4.0,June,11.0,0.0,Thursday,1.0,Clear,25.16,23.698,0.31,0.194,28.0,8.983,1.0,26.0,633
68391,Spring,4.0,March,6.0,0.0,Saturday,0.0,Mist,7.581999999999998,11.848999999999998,0.87,0.1642,31.0,18.029,1.0,13.0,69
85168,Fall,3.0,November,11.0,0.0,Sunday,0.0,Clear,9.979,14.422800000000002,0.58,0.0896,6.0,9.632,1.0,44.0,960
61700,,4.0,July,22.0,0.0,Tuesday,1.0,Clear,22.763,23.698,0.66,0.2537,24.0,13.921,1.0,30.0,807
37628,Spring,3.0,April,11.0,0.0,Wednesday,1.0,Mist,9.979,14.422800000000002,0.82,0.194,13.0,20.647,1.0,15.0,183
15535,Spring,4.0,May,8.0,0.0,Sunday,0.0,Clear,15.572000000000005,18.0302,0.64,0.1642,13.0,10.603,1.0,19.0,468
39083,Spring,4.0,April,2.0,0.0,Wednesday,1.0,Clear,7.581999999999998,12.879200000000004,0.62,0.0,25.0,8.057,1.0,17.0,21
25412,Winter,3.0,February,20.0,0.0,Tuesday,1.0,Clear,3.5870000000000006,9.2718,0.33,0.1045,15.0,32.984,1.0,7.0,303
82883,,3.0,October,17.0,0.0,Sunday,0.0,LightRain,7.581999999999998,11.848999999999998,0.87,0.1642,2.0,23.197,1.0,39.0,501
88943,Winter,4.0,February,21.0,0.0,Tuesday,1.0,Clear,6.783,11.848999999999998,0.46,0.1045,28.0,18.697,1.0,9.0,564
84578,Winter,4.0,January,12.0,0.0,Thursday,1.0,Clear,5.185,9.7886,0.49,0.2537,5.0,22.899,1.0,1.0,360
32364,Spring,3.0,May,15.0,1.0,Monday,0.0,Clear,28.356,27.302000000000007,0.39,0.2537,30.0,19.578,1.0,22.0,933
66895,Winter,4.0,March,11.0,0.0,Friday,1.0,Mist,10.778,14.9396,0.77,0.0,16.0,29.338,1.0,,621
24873,Summer,4.0,July,22.0,0.0,Saturday,0.0,Mist,17.169999999999998,18.547,0.88,0.1045,21.0,11.533,1.0,29.0,540
28447,Spring,3.0,March,1.0,0.0,Thursday,1.0,Mist,5.185,9.7886,1.0,0.2239,24.0,27.42,1.0,12.0,9
64339,Summer,3.0,August,5.0,0.0,Saturday,0.0,Clear,18.768,20.6074,0.73,0.1045,13.0,10.609,1.0,32.0,54
46957,Spring,3.0,June,21.0,0.0,Friday,1.0,Clear,23.562,24.7282,0.66,0.1343,10.0,18.964,1.0,23.0,654
32045,Spring,4.0,April,12.0,0.0,Thursday,1.0,Clear,14.773,17.5168,0.49,0.0,19.0,19.361,1.0,16.0,792
34128,Fall,3.0,December,19.0,0.0,Thursday,1.0,Clear,6.783,11.848999999999998,0.46,0.1045,1.0,18.71,1.0,48.0,684
18933,Summer,3.0,September,19.0,0.0,Tuesday,1.0,Clear,20.366,21.6376,0.69,0.1642,13.0,34.916,1.0,37.0,1188
12537,Fall,3.0,September,9.0,0.0,Friday,1.0,Clear,15.572000000000005,18.0302,0.73,0.194,30.0,28.135,1.0,39.0,711
28188,Fall,3.0,October,0.0,0.0,Saturday,0.0,Clear,13.175,16.483200000000004,0.63,0.3881,1.0,5.967,1.0,39.0,390
79731,Fall,3.0,September,9.0,0.0,Sunday,0.0,Mist,18.768,19.5772,0.83,0.0,25.0,10.775,1.0,38.0,465
69738,Winter,4.0,February,15.0,0.0,Wednesday,1.0,Mist,9.18,13.909400000000002,0.82,0.2836,29.0,6.177,1.0,9.0,270
65909,Fall,4.0,December,,0.0,Wednesday,1.0,Clear,9.979,14.422800000000002,0.35,0.4478,5.0,7.68,1.0,49.0,1827
81395,Winter,3.0,January,0.0,0.0,Monday,1.0,Clear,1.989,6.698,0.44,0.3582,3.0,24.774,1.0,1.0,15
22122,Winter,4.0,February,22.0,0.0,Wednesday,1.0,Mist,2.788,8.241600000000002,0.87,0.1343,8.0,13.077,1.0,6.0,294
79541,Summer,4.0,July,7.0,0.0,Thursday,1.0,Clear,18.768,20.6074,0.73,0.1343,12.0,6.45,1.0,28.0,1536
96008,Spring,4.0,April,11.0,0.0,Thursday,1.0,Mist,9.979,14.422800000000002,0.38,0.2239,5.0,5.79,1.0,14.0,804
76831,Summer,3.0,August,15.0,0.0,Monday,1.0,Clear,22.763,22.151,0.3,0.2985,22.0,8.46,1.0,34.0,597
57693,Spring,4.0,June,4.0,0.0,Sunday,0.0,Clear,14.773,17.5168,0.64,0.0896,17.0,29.442,1.0,24.0,54
90996,Spring,4.0,May,5.0,0.0,Friday,1.0,Clear,15.572000000000005,18.0302,0.88,0.194,4.0,8.217,1.0,18.0,72
22462,Fall,3.0,December,1.0,0.0,Wednesday,1.0,Mist,11.577,15.453000000000005,1.0,0.2537,7.0,6.901,1.0,49.0,39
70826,Fall,3.0,October,8.0,0.0,Wednesday,1.0,Clear,13.974,17.0,0.63,0.0,5.0,24.78,1.0,40.0,1401
17834,Summer,3.0,July,22.0,0.0,Wednesday,1.0,Clear,20.366,21.6376,0.83,0.194,13.0,22.841,1.0,28.0,552
75326,Fall,4.0,December,0.0,0.0,Tuesday,1.0,LightRain,11.577,15.453000000000005,0.77,0.4627,11.0,13.759,1.0,50.0,93
81123,Winter,3.0,March,21.0,0.0,Saturday,0.0,Mist,10.778,14.9396,0.72,0.3284,5.0,25.636,1.0,9.0,216
79445,Summer,3.0,August,19.0,0.0,Wednesday,1.0,LightRain,21.165,22.667800000000003,0.84,0.0,3.0,5.908,1.0,31.0,963
33202,Winter,3.0,January,14.0,0.0,Monday,1.0,Mist,1.1900000000000002,6.698,0.4,0.2239,10.0,18.109,1.0,2.0,141
45068,Fall,4.0,December,20.0,0.0,Saturday,0.0,Clear,5.984000000000001,11.848999999999998,0.81,0.0,1.0,15.026,1.0,48.0,594
41180,Spring,3.0,May,4.0,0.0,Friday,1.0,Clear,10.778,14.9396,0.94,0.0896,20.0,19.405,1.0,20.0,15
30210,Summer,4.0,July,17.0,0.0,Sunday,0.0,Clear,22.763,23.698,0.66,0.2239,22.0,7.002,1.0,29.0,1668
34031,Spring,3.0,May,14.0,0.0,Friday,1.0,Clear,23.562,23.698,0.55,0.2537,27.0,9.411,1.0,21.0,717
44864,Spring,3.0,June,19.0,0.0,Thursday,1.0,Clear,17.969,19.5772,0.83,0.2836,16.0,26.948,1.0,24.0,981
11146,Winter,4.0,January,19.0,0.0,Wednesday,1.0,Clear,1.989,6.698,0.37,0.3881,18.0,8.103,1.0,3.0,768
46818,Spring,3.0,April,9.0,0.0,Tuesday,1.0,Clear,18.768,20.6074,0.73,0.3582,26.0,25.015,1.0,17.0,597
48020,Spring,3.0,April,0.0,0.0,Saturday,0.0,Mist,5.185,11.3322,0.61,0.0,2.0,12.104,1.0,13.0,96
58618,Summer,4.0,July,3.0,0.0,Thursday,1.0,Clear,21.963999999999995,22.667800000000003,0.54,0.194,5.0,34.945,1.0,27.0,21
58708,Fall,4.0,October,22.0,0.0,Tuesday,1.0,Clear,5.185,10.302,0.81,0.1343,30.0,26.745,1.0,44.0,198
38093,Summer,3.0,July,7.0,0.0,Sunday,0.0,Clear,21.165,22.151,0.7,0.0896,10.0,30.924,1.0,27.0,195
66822,Spring,3.0,May,19.0,1.0,Monday,0.0,Mist,13.974,17.0,0.48,0.1045,30.0,34.555,1.0,22.0,675
87800,Winter,3.0,March,15.0,0.0,Monday,1.0,Clear,6.783,10.302,0.31,0.3881,7.0,10.066,1.0,10.0,288
47553,Spring,4.0,May,18.0,0.0,Saturday,0.0,Mist,19.567000000000004,21.1208,0.31,0.194,12.0,19.621,1.0,19.0,1638
95628,Spring,3.0,March,2.0,0.0,Tuesday,1.0,Clear,2.788,7.211400000000001,0.32,0.2985,29.0,14.238,1.0,13.0,9
52781,Fall,3.0,October,13.0,0.0,Saturday,,Clear,17.969,21.1208,0.46,0.1045,8.0,21.183,1.0,40.0,1455
58429,Summer,3.0,August,8.0,0.0,Sunday,0.0,Clear,21.165,22.667800000000003,0.79,0.2239,21.0,25.494,1.0,33.0,276
91469,Fall,3.0,October,7.0,0.0,Friday,1.0,Clear,4.386000000000002,9.2718,0.65,0.2537,28.0,21.71,1.0,43.0,615
78665,Fall,4.0,November,4.0,0.0,Thursday,1.0,Clear,1.1900000000000002,7.728200000000001,0.75,0.0896,29.0,28.675,1.0,48.0,21
14087,Fall,4.0,December,23.0,0.0,Sunday,0.0,Mist,7.581999999999998,11.848999999999998,0.93,0.1343,16.0,33.691,1.0,50.0,99
17742,Fall,4.0,November,7.0,0.0,Saturday,0.0,Mist,5.984000000000001,10.302,0.49,0.2537,3.0,17.939,1.0,44.0,177
11292,Fall,4.0,December,16.0,0.0,Thursday,1.0,Clear,5.984000000000001,11.848999999999998,0.42,0.0,6.0,25.091,1.0,49.0,993
80317,Spring,4.0,May,1.0,0.0,Sunday,0.0,Clear,19.567000000000004,21.1208,0.74,0.2239,27.0,29.481,1.0,21.0,234
24969,Fall,3.0,December,18.0,0.0,Saturday,0.0,Clear,3.5870000000000006,8.7584,0.38,0.2239,10.0,,1.0,49.0,516
95783,Fall,4.0,December,21.0,0.0,Tuesday,1.0,Clear,5.984000000000001,10.8188,0.53,0.194,11.0,8.787,1.0,50.0,621
59966,Spring,4.0,April,9.0,0.0,Tuesday,1.0,Clear,17.169999999999998,21.1208,0.38,0.4925,17.0,32.67,1.0,16.0,1200
51147,Winter,4.0,February,8.0,0.0,Wednesday,1.0,LightRain,7.581999999999998,12.3624,0.73,0.1045,1.0,7.49,1.0,5.0,1560
16459,Spring,4.0,April,21.0,0.0,Sunday,0.0,Clear,13.974,17.0,0.48,0.1343,29.0,6.37,1.0,17.0,612
20712,Summer,4.0,August,9.0,0.0,Wednesday,1.0,Clear,20.366,21.6376,0.65,0.0,22.0,29.475,1.0,34.0,1128
39912,Spring,4.0,June,18.0,0.0,Sunday,0.0,Clear,25.959,24.7282,0.38,0.2239,10.0,21.025,1.0,23.0,1470
76419,Spring,3.0,April,1.0,0.0,Monday,1.0,Clear,11.577,15.453000000000005,0.94,0.2836,11.0,20.249,1.0,15.0,12
35131,Fall,4.0,October,23.0,0.0,Wednesday,1.0,Mist,19.567000000000004,20.6074,0.78,0.0,3.0,6.603,1.0,40.0,660
62826,Winter,3.0,March,15.0,0.0,Sunday,0.0,Clear,12.376,15.9698,0.39,0.3284,13.0,33.027,1.0,10.0,912
21133,Spring,4.0,April,22.0,0.0,Friday,1.0,Clear,14.773,17.5168,0.68,0.2537,20.0,14.199,1.0,16.0,606
27409,Fall,3.0,December,13.0,0.0,Tuesday,1.0,Mist,10.778,14.9396,0.54,0.1343,20.0,23.191,1.0,51.0,543
27835,Fall,3.0,September,11.0,0.0,Tuesday,1.0,Mist,19.567000000000004,20.0906,0.89,0.1045,27.0,16.21,1.0,39.0,369
39400,Winter,3.0,February,16.0,1.0,Monday,0.0,LightRain,4.386000000000002,8.241600000000002,0.75,0.4179,21.0,20.115,1.0,8.0,168
97833,Fall,4.0,October,10.0,0.0,Friday,1.0,Clear,19.567000000000004,21.1208,0.54,0.0,5.0,7.081,1.0,40.0,780
23646,Spring,3.0,April,4.0,0.0,Saturday,0.0,Mist,7.581999999999998,11.848999999999998,0.87,0.2239,16.0,21.054,1.0,15.0,15
41489,Spring,4.0,March,16.0,0.0,Monday,1.0,Clear,12.376,15.9698,0.25,0.6418,26.0,22.741,1.0,13.0,915
91761,Summer,3.0,July,23.0,0.0,Thursday,1.0,Clear,23.562,25.2416,0.75,0.194,28.0,8.775,1.0,30.0,369
18320,Spring,3.0,April,16.0,0.0,Sunday,0.0,Mist,13.974,17.0,0.72,0.1642,10.0,32.865,1.0,14.0,864
